OTU;Vigne_2023_106;Vigne_2023_52;Vigne_2023_150;Vigne_2023_346;Vigne_2023_90;Vigne_2023_329;Vigne_2023_107;Vigne_2023_26;Vigne_2023_54;Vigne_2023_337;Vigne_2023_21;Vigne_2023_345;Vigne_2023_334;Vigne_2023_97;Vigne_2023_159;Vigne_2023_18;Vigne_2023_92;Vigne_2023_84;Vigne_2023_339;Vigne_2023_15;Vigne_2023_37;Vigne_2023_115;Vigne_2023_83;Vigne_2023_57;Vigne_2023_343;Vigne_2023_127;Vigne_2023_154;Vigne_2023_148;Vigne_2023_116;Vigne_2023_147;Vigne_2023_153;Vigne_2023_105;Vigne_2023_9;Vigne_2023_128;Vigne_2023_36;Vigne_2023_332;Vigne_2023_50;Vigne_2023_89;Vigne_2023_3;Vigne_2023_78;Vigne_2023_86;Vigne_2023_123;Vigne_2023_130;Vigne_2023_344;Vigne_2023_81;Vigne_2023_66;Vigne_2023_39;Vigne_2023_12;Vigne_2023_156;Vigne_2023_328;Vigne_2023_124;Vigne_2023_20;Vigne_2023_95;Vigne_2023_110;Vigne_2023_144;Vigne_2023_134;Vigne_2023_70;Vigne_2023_141;Vigne_2023_55;Vigne_2023_152;Vigne_2023_91;Vigne_2023_80;Vigne_2023_114;Vigne_2023_118;Vigne_2023_85;Vigne_2023_158;Vigne_2023_23;Vigne_2023_29;Vigne_2023_98;Vigne_2023_94;Vigne_2023_168;Vigne_2023_61;Vigne_2023_166;Vigne_2023_340;Vigne_2023_131;Vigne_2023_17;Vigne_2023_10;Vigne_2023_48;Vigne_2023_136;Vigne_2023_102;Vigne_2023_2;Vigne_2023_327;Vigne_2023_16;Vigne_2023_88;Vigne_2023_34;Vigne_2023_77;Vigne_2023_330;Vigne_2023_341;Vigne_2023_103;Vigne_2023_117;Vigne_2023_59;Vigne_2023_338;Vigne_2023_347;Vigne_2023_63;Vigne_2023_146;Vigne_2023_28;Vigne_2023_125;Vigne_2023_24;Vigne_2023_35;Vigne_2023_138;Vigne_2023_82;Vigne_2023_101;Vigne_2023_45;Vigne_2023_71;Vigne_2023_163;Vigne_2023_139;Vigne_2023_Temoin_1;Vigne_2023_104;Vigne_2023_73;Vigne_2023_68;Vigne_2023_38;Vigne_2023_42;Vigne_2023_22;Vigne_2023_5;Vigne_2023_108;Vigne_2023_19;Vigne_2023_40;Vigne_2023_162;Vigne_2023_126;Vigne_2023_145;Vigne_2023_7;Vigne_2023_112;Vigne_2023_27;Vigne_2023_133;Vigne_2023_335;Vigne_2023_331;Vigne_2023_1;Vigne_2023_333;Vigne_2023_160;Vigne_2023_142;Vigne_2023_135;Vigne_2023_79;Vigne_2023_47;Vigne_2023_336;Vigne_2023_119;Vigne_2023_67;Vigne_2023_Temoin_2;Vigne_2023_13;Vigne_2023_6;Vigne_2023_49;Vigne_2023_167;Vigne_2023_46;Vigne_2023_155;Vigne_2023_25;Vigne_2023_149;Vigne_2023_151;Vigne_2023_65;Vigne_2023_44;Vigne_2023_109;Vigne_2023_14;Vigne_2023_41;Vigne_2023_74;Vigne_2023_30;Vigne_2023_100;Vigne_2023_87;Vigne_2023_137;Vigne_2023_62;Vigne_2023_121;Vigne_2023_72;Vigne_2023_111;Vigne_2023_53;Vigne_2023_31;Vigne_2023_64;Vigne_2023_120;Vigne_2023_4;Vigne_2023_122;Vigne_2023_140;Vigne_2023_96;Vigne_2023_43;Vigne_2023_93;Vigne_2023_143;Vigne_2023_157;Vigne_2023_99;Vigne_2023_32;Vigne_2023_165;Vigne_2023_58;Vigne_2023_33;Vigne_2023_69;Vigne_2023_164;Vigne_2023_51;Vigne_2023_60;Vigne_2023_75;Vigne_2023_76;Vigne_2023_113;Vigne_2023_8;Vigne_2023_129;Vigne_2023_161;Vigne_2023_132;Vigne_2023_34300;Vigne_2023_342;Vigne_2023_11;Vigne_2023_56;TotalCount;MappingConfidence
MG865511.1;0;0;0;0;0;0;0;1;2;0;5;0;0;0;0;6;0;2;0;8;2;2;0;3;0;3;0;0;0;2;0;0;13;2;0;1;0;0;3;27;1;18;2;0;3;0;0;5;0;0;0;1;0;0;1;0;1;0;4;0;0;5;14;0;0;0;3;1;0;1;0;21;0;0;0;3;3;2;0;0;2;0;5;0;2;1;2;0;0;0;1;0;0;0;0;2;0;3;1;0;2;0;1;0;0;23;0;0;4;0;0;2;2;1;5;1;0;66;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;3;1;1;0;0;0;4;0;0;38;0;5;1;1;48;9;0;0;0;0;0;283;0;1;1;0;1;0;0;0;0;488;0;10;1;0;4;0;0;1;0;0;0;56;18;1;0;2;0;0;0;0;0;2;0;1281;83.84%
MH730804.1;0;0;0;0;0;0;0;8;0;0;35;0;0;0;0;8;0;0;1;13;31;27;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;98;0;0;0;0;0;13;0;0;0;20;0;0;36;0;1;0;0;0;0;0;40;0;0;0;28;0;0;0;0;0;4;0;0;38;0;0;1;0;0;0;3;0;21;0;0;0;0;0;1;0;0;0;0;74;0;111;73;0;0;0;0;1;0;0;0;0;0;0;0;0;23;0;51;1;1;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;30;95;1;0;0;0;195;0;0;0;0;7;0;0;0;99;0;1;0;0;0;0;0;0;0;2;2;8;0;0;0;0;0;0;0;0;36;0;1;79;0;0;0;0;7;0;0;69;0;0;0;0;0;35;0;1518;22.2%
MN385741.1;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;15;0;0;1;0;0;16;0;0;0;12;0;0;0;10;0;0;3;1;0;0;28;0;0;0;0;27;20;0;0;0;0;0;0;0;0;0;3;0;88;0;1;0;0;0;0;0;123;34;0;0;0;70;0;0;121;1;1;0;197;0;0;0;92;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;32;1;0;0;0;3;0;0;0;1;1;0;0;0;0;6;5;0;0;2;0;0;1;4;0;0;0;0;1;0;0;0;0;0;0;2;56;0;0;2;132;2;0;0;1;73;0;0;0;0;7;0;0;0;124;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;170;0;28;22;1;62;1;0;92;0;0;0;0;0;1;0;0;0;0;131;0;0;1;0;1949;96.06%
KT795476.1;0;0;0;0;0;0;0;3;1;0;49;0;0;0;0;12;0;1;0;8;1;20;1;2;1;3;0;0;0;148;0;0;39;67;4;0;106;0;0;2;0;164;26;0;3;0;0;32;0;0;0;51;1;0;13;0;1;0;0;0;0;0;39;0;3;1;41;13;0;0;1;0;0;0;0;27;1;2;4;0;3;0;72;33;11;3;1;0;0;0;0;1;1;1;0;18;0;48;0;0;1;0;2;2;1;0;0;0;1;0;2;15;39;9;100;1;1;2;1;0;173;0;3;0;0;0;2;0;1;0;0;1962;4;0;43;2;1;35;3;5;0;0;1;23;0;0;0;0;33;0;0;2825;86;0;5;6;1;0;0;0;2;0;7;7;2;0;0;0;1;0;14;0;0;2;0;1312;1;0;0;1;2;3;13;0;27;0;0;2;0;0;9;1;7880;7.11%
JQ031187.1;0;0;0;0;0;0;0;6;4;0;1276;0;0;0;0;1338;0;2;0;3;2;0;5;0;0;0;0;0;0;0;0;0;472;0;4;0;0;0;0;3;2;0;0;0;5;2;0;1;0;0;0;507;0;0;0;0;2;0;0;0;0;0;0;0;3;0;302;1;0;0;0;0;0;0;0;53;5;1;0;0;4;0;242;6;2;2;0;0;0;0;3;0;0;2;0;3;0;1;3;0;7;0;551;3;0;1;1;0;3;0;1;199;104;3;0;1;1;0;0;0;1;0;5;0;0;0;8;0;0;0;0;5;0;0;0;2;0;36;2;3;0;0;1;4;0;0;1;0;1;0;0;26;1;0;195;0;2;0;3;0;4;2;241;0;3;0;0;0;1;0;0;0;0;1;0;2;2;0;0;1;40;2;0;0;48;0;0;0;0;0;0;0;5785;43.12%
MH730801.1;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;16;0;2;0;16;0;1;0;0;0;10;0;0;0;1;1;0;1;0;0;3;0;0;0;1;0;4;0;0;0;0;0;3;0;0;0;76;0;0;1;0;0;0;0;0;0;1;7;0;0;0;13;0;0;0;0;16;1;0;10;131;0;0;1;0;0;0;119;0;0;0;0;0;0;0;2;0;0;0;0;4;0;5;2;0;0;0;32;0;0;1;0;0;1;0;0;15;38;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;65;9;0;0;0;0;60;0;0;2;0;9;0;0;37;112;0;3;0;0;0;5;0;0;0;160;13;0;0;0;0;1;0;1;0;0;10;0;0;5;0;0;0;0;107;0;0;5;0;0;5;0;0;11;0;1164;38.52%
MG865588.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;97.43%
AY608609.1;0;0;0;0;0;0;0;2;0;0;15;0;0;0;0;12;0;0;0;27;0;6;0;0;0;2;0;0;0;4;0;0;13;7;0;40;2;0;0;0;0;8;1;0;0;0;0;18;0;1;0;24;0;0;10;0;0;0;0;0;0;2;34;0;0;0;18;1;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;22;0;56;18;0;0;0;2;0;0;0;0;0;0;0;1;0;18;1;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;43;26;0;0;0;0;47;0;0;0;0;1;0;0;1;28;0;8;0;0;0;1;0;0;0;0;6;14;0;0;0;0;0;4;0;0;8;0;1;21;0;0;0;0;1;1;0;60;0;0;1;0;0;41;0;717;25.9%
MG793197.1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;7;0;0;1;242;0;1;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;1;0;259;0;0;1;3;0;0;1;0;0;0;0;0;0;0;862;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;435;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;382;2;0;0;0;0;1;0;0;0;0;0;0;1;2;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;602;0;1;1;0;0;0;0;1;0;0;1394;0;0;0;0;1;0;0;4241;0.52%
HQ643956.2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;0;0;0;0;25;59.84%
MH023389.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;429;0;149;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1055;0;0;0;0;0;0;0;2131;45.18%
KP330842.1;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;3;0;1;0;292;0;0;0;0;2;3;0;1;0;0;0;0;0;0;51;0;0;0;0;0;0;1;1;0;0;0;1;365;0;0;0;2;1;0;2;0;0;0;0;1;0;0;6201;0;0;0;1;1;1;2;0;1;2;0;0;2;0;0;0;1;0;0;448;1;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;1;0;0;1;0;1;5;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;567;1;0;0;1;0;2;1;0;0;0;0;0;0;0;5;0;1;0;1;0;3;0;0;0;2;1;1;0;2;0;0;0;1;0;0;571;2;0;0;0;0;0;1;2;0;0;1603;0;0;1;1;0;0;0;10187;0.13%
KP330782.1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;0;120;1;11;0;0;0;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;113;0;0;0;1;1;0;2;0;0;1;0;0;0;0;822;1;0;0;1;0;0;1;1;3;0;0;0;1;0;1;1;0;0;0;184;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;171;0;1;10;0;0;0;4;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;149;6;0;0;0;0;5;0;0;0;0;1;0;0;0;41;0;3;0;0;0;15;0;1;0;0;11;0;0;0;0;1;0;9;0;0;203;0;0;0;0;0;0;8;0;0;0;473;0;1;0;0;0;3;0;2410;3.56%
MG865489.1;0;0;0;0;0;0;0;0;0;1;6;0;1;0;0;0;0;0;0;3;0;2;0;0;0;8;0;0;0;27;0;0;158;31;0;0;0;0;0;2;0;22;6;0;0;0;0;8;0;1;0;207;0;0;5;0;119;0;0;0;0;2;3;0;0;0;0;3;0;0;0;0;0;0;0;16;0;0;0;1;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;2;0;3;0;0;171;0;0;0;0;25;0;0;2;0;0;0;2;1;63;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;127;0;0;1;0;0;3;0;0;1;0;8;0;1;3;9;0;42;2;0;0;2;0;0;0;0;3;0;0;0;0;0;0;1004;0;0;0;0;0;0;0;0;0;3;1;19;1;1;0;0;0;0;0;0;0;2144;99.96%
MK282209.1;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;1;0;0;0;0;0;6;0;0;0;41;0;0;0;10;0;0;3;0;0;0;0;0;0;0;0;29;0;0;0;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;8;0;0;0;0;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;42;0;0;0;0;0;0;7;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;264;98.43%
MG865581.1;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;36.37%
MG865525.1;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;5;0;0;0;4;0;5;0;1;0;3;0;0;0;12;0;0;13;6;0;0;19;0;0;3;0;18;7;0;0;0;0;8;0;1;0;13;0;0;1;0;0;0;0;0;0;5;26;0;0;0;2;5;0;0;1;1;0;0;2;5;0;0;0;0;0;0;10;28;8;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;6;0;0;0;0;1;24;0;0;0;0;0;0;0;0;0;0;2;7;0;6;0;0;12;0;0;0;0;0;6;0;0;0;1;13;0;0;4;14;0;0;0;0;0;9;0;0;0;0;8;0;0;0;0;0;0;4;1;0;1;0;0;1;0;0;0;1;4;2;0;5;0;0;1;0;0;1;0;421;49.22%
MG865558.1;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;3;0;0;1;3;0;12;0;0;0;72;0;0;0;42;0;0;93;57;0;0;4;0;0;66;0;118;17;0;1;0;0;26;0;2;0;108;0;0;2;0;0;0;0;0;0;185;35;1;0;0;0;8;0;0;0;73;1;1;3;30;0;0;3;0;0;0;2;6;24;0;1;0;0;0;0;0;1;0;0;5;0;9;0;0;0;0;0;0;0;1;1;0;1;0;1;0;2;4;36;0;0;0;0;0;345;0;0;0;0;0;0;1;0;0;0;0;9;0;57;0;0;72;0;0;0;0;0;5;0;0;115;0;14;2;0;175;104;0;0;2;0;0;380;0;0;0;12;32;0;0;0;0;1;0;64;9;0;0;0;0;2;0;0;0;83;64;37;0;7;0;1;0;0;0;1;0;2683;54.77%
MG783380.1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;4;0;7;0;18;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;43;0;1;0;0;0;0;0;21;0;0;0;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;29;0;0;0;1;0;0;0;0;0;0;6;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;42;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;1;0;15;8;0;0;0;0;0;14;0;0;0;7;6;0;0;0;0;2;0;71;0;0;0;0;0;0;0;0;0;32;6;0;0;0;0;0;0;0;0;1;0;381;55.19%
GQ244428.2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;1;0;0;0;5;0;6;1;0;0;18;0;0;0;4;0;0;3;2;0;0;0;0;0;3;0;15;2;0;0;0;2;10;0;0;0;1;0;0;0;0;1;0;0;0;0;2;11;0;0;0;1;1;0;0;1;11;0;0;23;1;0;0;0;0;0;0;1;1;5;0;0;0;0;0;1;0;0;1;0;1;0;2;1;0;1;0;0;1;0;11;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;2;19;0;0;0;0;13;0;0;2;0;35;0;0;5;1;0;0;0;0;0;5;0;0;1;0;35;0;0;0;0;4;0;107;2;0;27;0;0;10;0;0;0;2;3;0;0;4;0;0;23;0;0;2;0;480;97.84%
MH730805.1;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;115;0;1;0;149;4;9;3;0;0;2;0;0;0;1;0;0;32;0;500;1;0;0;0;7;0;90;0;0;2;1;0;61;0;1;0;986;0;0;3;0;0;0;0;0;1;1;19;0;0;0;69;0;0;0;0;59;0;0;1;997;1;0;0;0;0;0;455;0;9;0;0;0;0;0;2;0;0;0;0;9;0;12;2;0;2;0;52;3;0;7;0;0;0;1;0;7;56;0;9;2;1;0;0;0;17;0;0;0;0;1;0;1;0;0;0;0;0;0;23;1;0;287;2;0;0;2;0;881;0;0;4;0;2;0;1;39;18;0;26;0;0;0;4;0;1;0;139;8;3;0;0;0;1;0;4;0;0;28;0;0;3;0;0;0;17;1366;0;0;237;0;0;1;0;0;47;0;6954;72.75%
MG783385.1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;3;2;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;23;0;0;0;0;0;0;6;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;71;85.87%
HM004513.1;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;6;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;1;1;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;28;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;2;0;0;0;0;0;3100;1;0;1;0;0;0;1;0;0;1;0;0;44;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;536;0;0;0;0;0;1;0;0;0;0;0;10;0;0;0;0;0;0;0;10;4;0;164;1;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;1;94;4;1;0;1;0;0;0;0;0;1;0;4177;98.94%
MG865518.1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;2;0;0;0;2;0;5;0;0;0;2;0;0;0;78;0;1;117;54;0;0;8;0;0;4;0;41;13;0;0;0;0;26;0;0;0;144;0;0;4;0;1;1;0;0;0;0;20;0;0;0;0;8;0;0;0;15;0;0;0;33;0;0;0;0;0;0;2;4;15;0;0;0;0;0;0;0;0;1;0;8;0;10;0;0;0;0;0;0;0;9;0;0;5;0;1;1;0;4;21;0;0;0;0;0;19;1;0;0;0;1;0;5;0;0;1;1;5;0;1;0;0;126;0;0;0;0;0;7;0;1;2;0;17;0;1;2;3;0;0;1;0;1;1;0;0;0;0;26;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;8;0;40;0;11;0;0;1;0;0;2;0;1037;23.09%
MG865541.1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;10;0;0;4;5;0;0;0;0;0;0;0;13;2;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;2;1;0;1;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;1;0;0;0;0;188;8.89%
MG865559.1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;26;0;7;0;7;0;38;0;0;0;2;0;0;0;17;0;0;36;11;0;0;3;0;0;42;1;16;17;0;0;0;0;47;0;0;0;14;0;0;4;0;0;0;0;0;0;18;47;2;0;0;0;12;0;0;0;32;1;0;2;12;0;0;1;0;0;0;15;2;6;0;0;1;0;0;4;0;0;5;0;7;0;7;3;0;0;0;0;11;0;0;0;0;17;0;0;0;1;9;9;0;0;1;0;0;24;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;14;8;0;0;0;0;16;0;0;68;0;45;0;0;71;11;0;4;1;0;0;3;0;0;0;0;11;0;0;0;0;4;0;57;1;0;3;0;0;2;0;0;0;18;17;8;0;6;0;0;1;0;0;1;1;926;59.47%
MH730810.1;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;2;0;0;0;9;0;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;31;0;0;0;0;0;16;0;0;0;11;0;0;2;0;0;0;0;0;0;0;7;0;0;0;15;0;0;0;0;4;6;0;0;1;0;0;0;0;0;0;4;0;67;0;1;0;0;0;0;0;0;0;0;21;0;24;1;0;2;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;7;80;0;0;1;0;11;0;0;1;0;2;1;0;2;45;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;31;0;0;4;0;0;0;0;0;0;0;43;0;0;0;0;0;18;0;518;5.0%
DQ874346.1;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;25;0;1;0;6;1;1;0;0;0;0;0;0;0;0;0;0;18;1;1;0;0;1;0;0;0;8;1;0;1;1;0;3;0;1;0;33;0;0;1;0;0;0;0;0;0;1;2;1;0;0;34;3;0;0;0;1;0;0;1;4;0;0;0;0;2;0;11;0;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;6;0;0;0;0;0;0;0;0;1;286;0;16;0;0;0;0;0;9;0;0;0;0;0;2;0;0;0;0;1;0;0;5;0;0;14;1;0;0;0;0;2;0;0;0;0;9;0;0;1;3;0;28;0;0;0;0;0;0;0;10;8;1;0;0;0;1;0;7;0;0;0;0;0;1;0;0;1;4;0;1;0;4;0;0;2;0;0;7;0;642;12.47%
MN557838.1;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;13;0;0;0;2;1;94;0;0;0;2;0;0;0;198;0;0;556;220;0;1;0;0;0;0;0;850;33;0;0;0;0;19;0;0;0;864;0;0;7;0;0;0;0;0;0;0;38;0;0;0;2;13;0;0;2;1;0;0;4;99;0;0;0;0;0;0;0;1;131;0;0;0;0;0;0;0;0;0;0;12;0;27;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;6;284;0;0;0;0;0;124;1;0;0;0;0;0;0;0;0;0;0;6;0;263;0;0;566;3;0;0;0;0;33;0;0;1;0;127;0;0;0;0;0;0;5;0;0;2;0;0;0;0;54;0;0;0;0;0;0;33;2;0;1;0;0;1;0;0;0;1;16;34;0;17;0;0;3;0;0;2;0;4811;16.42%
MH730811.1;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;7;0;0;0;9;2;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;26;0;1;0;8;0;0;1;0;0;0;0;0;0;1;2;0;0;0;12;1;0;0;0;0;5;0;0;0;0;0;1;0;1;1;3;0;86;0;0;0;0;0;0;0;0;0;0;17;0;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;61;0;0;0;0;11;0;0;1;0;1;1;0;0;62;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;25;0;0;6;0;0;0;0;1;0;0;48;1;0;0;0;0;7;0;511;4.31%
